Reporting level,Province/territory,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Alberta,n/a,Hip Fracture Repair,Volume,2017,Number of cases,1312
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2017,Proportion,88.50380389
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2017,Hours,25.11666667
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2017,Hours,50.2
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,1183
Provincial,Alberta,n/a,Cataract Surgery,% meeting benchmark,2017,Proportion,55.6
Provincial,Alberta,n/a,Cataract Surgery,50th percentile,2017,Days,99
Provincial,Alberta,n/a,Cataract Surgery,90th percentile,2017,Days,260
Provincial,Alberta,n/a,Cataract Surgery,Volume,2017,Number of cases,11389
Provincial,Alberta,n/a,CABG,50th percentile,2017,Days,10
Provincial,Alberta,n/a,CABG,90th percentile,2017,Days,56
Provincial,Alberta,n/a,CABG,Volume,2017,Number of cases,503
Provincial,Alberta,n/a,MRI Scan,50th percentile,2017,Days,95
Provincial,Alberta,n/a,MRI Scan,90th percentile,2017,Days,277
Provincial,Alberta,n/a,MRI Scan,Volume,2017,Number of cases,60247
Provincial,Alberta,n/a,CT Scan,50th percentile,2017,Days,30
Provincial,Alberta,n/a,CT Scan,90th percentile,2017,Days,110
Provincial,Alberta,n/a,CT Scan,Volume,2017,Number of cases,75374
Provincial,Alberta,n/a,Breast Cancer Surgery,50th percentile,2017,Days,19
Provincial,Alberta,n/a,Breast Cancer Surgery,90th percentile,2017,Days,48
Provincial,Alberta,n/a,Breast Cancer Surgery,Volume,2017,Number of cases,1273
Provincial,Alberta,n/a,Bladder Cancer Surgery,50th percentile,2017,Days,30
Provincial,Alberta,n/a,Bladder Cancer Surgery,90th percentile,2017,Days,68.8
Provincial,Alberta,n/a,Bladder Cancer Surgery,Volume,2017,Number of cases,573
Provincial,Alberta,n/a,Colorectal Cancer Surgery,50th percentile,2017,Days,28
Provincial,Alberta,n/a,Colorectal Cancer Surgery,90th percentile,2017,Days,67
Provincial,Alberta,n/a,Colorectal Cancer Surgery,Volume,2017,Number of cases,473
Provincial,Alberta,n/a,Lung Cancer Surgery,50th percentile,2017,Days,29
Provincial,Alberta,n/a,Lung Cancer Surgery,90th percentile,2017,Days,57.2
Provincial,Alberta,n/a,Lung Cancer Surgery,Volume,2017,Number of cases,309
Provincial,Alberta,n/a,Prostate Cancer Surgery,50th percentile,2017,Days,48
Provincial,Alberta,n/a,Prostate Cancer Surgery,90th percentile,2017,Days,122
Provincial,Alberta,n/a,Prostate Cancer Surgery,Volume,2017,Number of cases,634
Provincial,Alberta,n/a,Hip Replacement,% meeting benchmark,2018,Proportion,70.1
Provincial,Alberta,n/a,Hip Replacement,50th percentile,2018,Days,129
Provincial,Alberta,n/a,Hip Replacement,90th percentile,2018,Days,265
Provincial,Alberta,n/a,Hip Replacement,Volume,2018,Number of cases,2250
Provincial,Alberta,n/a,Knee Replacement,% meeting benchmark,2018,Proportion,66.2
Provincial,Alberta,n/a,Knee Replacement,50th percentile,2018,Days,131
Provincial,Alberta,n/a,Knee Replacement,90th percentile,2018,Days,298
Provincial,Alberta,n/a,Knee Replacement,Volume,2018,Number of cases,3287
Provincial,Alberta,n/a,Radiation Therapy,% meeting benchmark,2018,Proportion,99.5
Provincial,Alberta,n/a,Radiation Therapy,50th percentile,2018,Days,7
Provincial,Alberta,n/a,Radiation Therapy,90th percentile,2018,Days,19
Provincial,Alberta,n/a,Radiation Therapy,Volume,2018,Number of cases,4240
Provincial,Alberta,n/a,Hip Fracture Repair,% meeting benchmark,2018,Proportion,93.99571122
Provincial,Alberta,n/a,Hip Fracture Repair,50th percentile,2018,Hours,17.36666667
Provincial,Alberta,n/a,Hip Fracture Repair,90th percentile,2018,Hours,41.46666667
Provincial,Alberta,n/a,Hip Fracture Repair,Volume,2018,Number of cases,1399
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2018,Proportion,90.33778476
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2018,Hours,23.93333333
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2018,Hours,47.53333333
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,1273
Provincial,Alberta,n/a,Cataract Surgery,% meeting benchmark,2018,Proportion,48.7
Provincial,Alberta,n/a,Cataract Surgery,50th percentile,2018,Days,116
Provincial,Alberta,n/a,Cataract Surgery,90th percentile,2018,Days,320
Provincial,Alberta,n/a,Cataract Surgery,Volume,2018,Number of cases,11684
Provincial,Alberta,n/a,CABG,50th percentile,2018,Days,7.98
Provincial,Alberta,n/a,CABG,90th percentile,2018,Days,98
Provincial,Alberta,n/a,CABG,Volume,2018,Number of cases,533
Provincial,Alberta,n/a,MRI Scan,50th percentile,2018,Days,77
Provincial,Alberta,n/a,MRI Scan,90th percentile,2018,Days,279
Provincial,Alberta,n/a,MRI Scan,Volume,2018,Number of cases,61701
Provincial,Alberta,n/a,CT Scan,50th percentile,2018,Days,22
Provincial,Alberta,n/a,CT Scan,90th percentile,2018,Days,114
Provincial,Alberta,n/a,CT Scan,Volume,2018,Number of cases,81297
Provincial,Alberta,n/a,Breast Cancer Surgery,50th percentile,2018,Days,20
Provincial,Alberta,n/a,Breast Cancer Surgery,90th percentile,2018,Days,59
Provincial,Alberta,n/a,Breast Cancer Surgery,Volume,2018,Number of cases,1257
Provincial,Alberta,n/a,Bladder Cancer Surgery,50th percentile,2018,Days,32
Provincial,Alberta,n/a,Bladder Cancer Surgery,90th percentile,2018,Days,73.3
Provincial,Alberta,n/a,Bladder Cancer Surgery,Volume,2018,Number of cases,528
Provincial,Alberta,n/a,Colorectal Cancer Surgery,50th percentile,2018,Days,23
Provincial,Alberta,n/a,Colorectal Cancer Surgery,90th percentile,2018,Days,56
Provincial,Alberta,n/a,Colorectal Cancer Surgery,Volume,2018,Number of cases,472
Provincial,Alberta,n/a,Lung Cancer Surgery,50th percentile,2018,Days,34
Provincial,Alberta,n/a,Lung Cancer Surgery,90th percentile,2018,Days,69
Provincial,Alberta,n/a,Lung Cancer Surgery,Volume,2018,Number of cases,314
Provincial,Alberta,n/a,Prostate Cancer Surgery,50th percentile,2018,Days,43
Provincial,Alberta,n/a,Prostate Cancer Surgery,90th percentile,2018,Days,97.5
Provincial,Alberta,n/a,Prostate Cancer Surgery,Volume,2018,Number of cases,676
Provincial,Alberta,n/a,Bladder Cancer Surgery,50th percentile,2019,Days,29
Provincial,Alberta,n/a,Bladder Cancer Surgery,90th percentile,2019,Days,68
Provincial,Alberta,n/a,Bladder Cancer Surgery,Volume,2019,Number of cases,1138
Provincial,Alberta,n/a,Breast Cancer Surgery,50th percentile,2019,Days,17
Provincial,Alberta,n/a,Breast Cancer Surgery,90th percentile,2019,Days,36
Provincial,Alberta,n/a,Breast Cancer Surgery,Volume,2019,Number of cases,1927
Provincial,Alberta,n/a,CABG,50th percentile,2019,Days,7
Provincial,Alberta,n/a,CABG,90th percentile,2019,Days,63
Provincial,Alberta,n/a,CABG,Volume,2019,Number of cases,549
Provincial,Alberta,n/a,Cataract Surgery,% meeting benchmark,2019,Proportion,44.3
Provincial,Alberta,n/a,Cataract Surgery,50th percentile,2019,Days,131
Provincial,Alberta,n/a,Cataract Surgery,90th percentile,2019,Days,356
Provincial,Alberta,n/a,Cataract Surgery,Volume,2019,Number of cases,13409
Provincial,Alberta,n/a,Colorectal Cancer Surgery,50th percentile,2019,Days,24
Provincial,Alberta,n/a,Colorectal Cancer Surgery,90th percentile,2019,Days,52
Provincial,Alberta,n/a,Colorectal Cancer Surgery,Volume,2019,Number of cases,739
Provincial,Alberta,n/a,CT Scan,50th percentile,2019,Days,24
Provincial,Alberta,n/a,CT Scan,90th percentile,2019,Days,94
Provincial,Alberta,n/a,CT Scan,Volume,2019,Number of cases,83664
Provincial,Alberta,n/a,Hip Fracture Repair,% meeting benchmark,2019,Proportion,91.30146082
Provincial,Alberta,n/a,Hip Fracture Repair,50th percentile,2019,Hours,18.45833333
Provincial,Alberta,n/a,Hip Fracture Repair,90th percentile,2019,Hours,45.61666667
Provincial,Alberta,n/a,Hip Fracture Repair,Volume,2019,Number of cases,1506
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2019,Proportion,86.6567828
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2019,Hours,24.58333333
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2019,Hours,52.4
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,1349
Provincial,Alberta,n/a,Hip Replacement,% meeting benchmark,2019,Proportion,63.8
Provincial,Alberta,n/a,Hip Replacement,50th percentile,2019,Days,141
Provincial,Alberta,n/a,Hip Replacement,90th percentile,2019,Days,273
Provincial,Alberta,n/a,Hip Replacement,Volume,2019,Number of cases,2320
Provincial,Alberta,n/a,Knee Replacement,% meeting benchmark,2019,Proportion,62.1
Provincial,Alberta,n/a,Knee Replacement,50th percentile,2019,Days,148
Provincial,Alberta,n/a,Knee Replacement,90th percentile,2019,Days,315
Provincial,Alberta,n/a,Knee Replacement,Volume,2019,Number of cases,3176
Provincial,Alberta,n/a,Lung Cancer Surgery,50th percentile,2019,Days,21
Provincial,Alberta,n/a,Lung Cancer Surgery,90th percentile,2019,Days,47
Provincial,Alberta,n/a,Lung Cancer Surgery,Volume,2019,Number of cases,382
Provincial,Alberta,n/a,MRI Scan,50th percentile,2019,Days,72
Provincial,Alberta,n/a,MRI Scan,90th percentile,2019,Days,296
Provincial,Alberta,n/a,MRI Scan,Volume,2019,Number of cases,65309
Provincial,Alberta,n/a,Prostate Cancer Surgery,50th percentile,2019,Days,45
Provincial,Alberta,n/a,Prostate Cancer Surgery,90th percentile,2019,Days,104
Provincial,Alberta,n/a,Prostate Cancer Surgery,Volume,2019,Number of cases,579
Provincial,Alberta,n/a,Radiation Therapy,% meeting benchmark,2019,Proportion,97.6
Provincial,Alberta,n/a,Radiation Therapy,50th percentile,2019,Days,9
Provincial,Alberta,n/a,Radiation Therapy,90th percentile,2019,Days,21
Provincial,Alberta,n/a,Radiation Therapy,Volume,2019,Number of cases,4534
Provincial,Alberta,n/a,Bladder Cancer Surgery,50th percentile,2020,Days,20
Provincial,Alberta,n/a,Bladder Cancer Surgery,90th percentile,2020,Days,63.1
Provincial,Alberta,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,1008
Provincial,Alberta,n/a,Breast Cancer Surgery,50th percentile,2020,Days,15
Provincial,Alberta,n/a,Breast Cancer Surgery,90th percentile,2020,Days,34
Provincial,Alberta,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,1511
Provincial,Alberta,n/a,CABG,50th percentile,2020,Days,8
Provincial,Alberta,n/a,CABG,90th percentile,2020,Days,118
Provincial,Alberta,n/a,CABG,Volume,2020,Number of cases,419
Provincial,Alberta,n/a,Cataract Surgery,% meeting benchmark,2020,Proportion,34.6
Provincial,Alberta,n/a,Cataract Surgery,50th percentile,2020,Days,183
Provincial,Alberta,n/a,Cataract Surgery,90th percentile,2020,Days,396
Provincial,Alberta,n/a,Cataract Surgery,Volume,2020,Number of cases,10424
Provincial,Alberta,n/a,Colorectal Cancer Surgery,50th percentile,2020,Days,19
Provincial,Alberta,n/a,Colorectal Cancer Surgery,90th percentile,2020,Days,48
Provincial,Alberta,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,640
Provincial,Alberta,n/a,CT Scan,50th percentile,2020,Days,31
Provincial,Alberta,n/a,CT Scan,90th percentile,2020,Days,211
Provincial,Alberta,n/a,CT Scan,Volume,2020,Number of cases,80834
Provincial,Alberta,n/a,Hip Fracture Repair,% meeting benchmark,2020,Proportion,92.55464481
Provincial,Alberta,n/a,Hip Fracture Repair,50th percentile,2020,Hours,17.70833333
Provincial,Alberta,n/a,Hip Fracture Repair,90th percentile,2020,Hours,43.85
Provincial,Alberta,n/a,Hip Fracture Repair,Volume,2020,Number of cases,1464
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2020,Proportion,87.51846381
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2020,Hours,23.83333333
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2020,Hours,50.16666667
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,1354
Provincial,Alberta,n/a,Hip Replacement,% meeting benchmark,2020,Proportion,48.9
Provincial,Alberta,n/a,Hip Replacement,50th percentile,2020,Days,187
Provincial,Alberta,n/a,Hip Replacement,90th percentile,2020,Days,379
Provincial,Alberta,n/a,Hip Replacement,Volume,2020,Number of cases,1584
Provincial,Alberta,n/a,Knee Replacement,% meeting benchmark,2020,Proportion,38.9
Provincial,Alberta,n/a,Knee Replacement,50th percentile,2020,Days,217
Provincial,Alberta,n/a,Knee Replacement,90th percentile,2020,Days,423
Provincial,Alberta,n/a,Knee Replacement,Volume,2020,Number of cases,2082
Provincial,Alberta,n/a,Lung Cancer Surgery,50th percentile,2020,Days,22
Provincial,Alberta,n/a,Lung Cancer Surgery,90th percentile,2020,Days,49
Provincial,Alberta,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,342
Provincial,Alberta,n/a,MRI Scan,50th percentile,2020,Days,85
Provincial,Alberta,n/a,MRI Scan,90th percentile,2020,Days,343
Provincial,Alberta,n/a,MRI Scan,Volume,2020,Number of cases,56066
Provincial,Alberta,n/a,Prostate Cancer Surgery,50th percentile,2020,Days,49
Provincial,Alberta,n/a,Prostate Cancer Surgery,90th percentile,2020,Days,162
Provincial,Alberta,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,496
Provincial,Alberta,n/a,Radiation Therapy,% meeting benchmark,2020,Proportion,98.7
Provincial,Alberta,n/a,Radiation Therapy,50th percentile,2020,Days,9
Provincial,Alberta,n/a,Radiation Therapy,90th percentile,2020,Days,20
Provincial,Alberta,n/a,Radiation Therapy,Volume,2020,Number of cases,4605
Provincial,Alberta,n/a,Hip Replacement,% meeting benchmark,2021,Proportion,59.2
Provincial,Alberta,n/a,Hip Replacement,50th percentile,2021,Days,155
Provincial,Alberta,n/a,Hip Replacement,90th percentile,2021,Days,392
Provincial,Alberta,n/a,Hip Replacement,Volume,2021,Number of cases,2160
Provincial,Alberta,n/a,Knee Replacement,% meeting benchmark,2021,Proportion,49.2
Provincial,Alberta,n/a,Knee Replacement,50th percentile,2021,Days,186
Provincial,Alberta,n/a,Knee Replacement,90th percentile,2021,Days,452
Provincial,British Columbia,n/a,Hip Replacement,Volume,2021,Number of cases,3440
Provincial,Alberta,n/a,Radiation Therapy,% meeting benchmark,2021,Proportion,98.8
Provincial,Alberta,n/a,Radiation Therapy,50th percentile,2021,Days,9
Provincial,Alberta,n/a,Radiation Therapy,90th percentile,2021,Days,20
Provincial,Alberta,n/a,Radiation Therapy,Volume,2021,Number of cases,4791
Provincial,Alberta,n/a,Hip Fracture Repair,% meeting benchmark,2021,Proportion,92.22074468
Provincial,Alberta,n/a,Hip Fracture Repair,50th percentile,2021,Hours,19.63333333
Provincial,Alberta,n/a,Hip Fracture Repair,90th percentile,2021,Hours,44.93333333
Provincial,Alberta,n/a,Hip Fracture Repair,Volume,2021,Number of cases,1504
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2021,Proportion,86.87315634
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2021,Hours,26.00833333
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2021,Hours,51.38333333
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,1356
Provincial,Alberta,n/a,Cataract Surgery,% meeting benchmark,2021,Proportion,64.2
Provincial,Alberta,n/a,Cataract Surgery,50th percentile,2021,Days,73
Provincial,Alberta,n/a,Cataract Surgery,90th percentile,2021,Days,267
Provincial,Alberta,n/a,Cataract Surgery,Volume,2021,Number of cases,14910
Provincial,Alberta,n/a,CABG,50th percentile,2021,Days,6.02
Provincial,Alberta,n/a,CABG,90th percentile,2021,Days,57.925
Provincial,Alberta,n/a,CABG,Volume,2021,Number of cases,474
Provincial,Alberta,n/a,MRI Scan,50th percentile,2021,Days,45
Provincial,Alberta,n/a,MRI Scan,90th percentile,2021,Days,255
Provincial,Alberta,n/a,MRI Scan,Volume,2021,Number of cases,73208
Provincial,Alberta,n/a,CT Scan,50th percentile,2021,Days,13
Provincial,Alberta,n/a,CT Scan,90th percentile,2021,Days,88
Provincial,Alberta,n/a,CT Scan,Volume,2021,Number of cases,89238
Provincial,Alberta,n/a,Breast Cancer Surgery,50th percentile,2021,Days,18
Provincial,Alberta,n/a,Breast Cancer Surgery,90th percentile,2021,Days,36
Provincial,Alberta,n/a,Breast Cancer Surgery,Volume,2021,Number of cases,1784
Provincial,Alberta,n/a,Bladder Cancer Surgery,50th percentile,2021,Days,26
Provincial,Alberta,n/a,Bladder Cancer Surgery,90th percentile,2021,Days,64
Provincial,Alberta,n/a,Bladder Cancer Surgery,Volume,2021,Number of cases,1079
Provincial,Alberta,n/a,Colorectal Cancer Surgery,50th percentile,2021,Days,22
Provincial,Alberta,n/a,Colorectal Cancer Surgery,90th percentile,2021,Days,50
Provincial,Alberta,n/a,Colorectal Cancer Surgery,Volume,2021,Number of cases,500
Provincial,Alberta,n/a,Lung Cancer Surgery,50th percentile,2021,Days,29
Provincial,Alberta,n/a,Lung Cancer Surgery,90th percentile,2021,Days,59.8
Provincial,Alberta,n/a,Lung Cancer Surgery,Volume,2021,Number of cases,323
Provincial,Alberta,n/a,Prostate Cancer Surgery,50th percentile,2021,Days,62
Provincial,Alberta,n/a,Prostate Cancer Surgery,90th percentile,2021,Days,146.2
Provincial,Alberta,n/a,Prostate Cancer Surgery,Volume,2021,Number of cases,472
Provincial,Manitoba,n/a,Hip Replacement,Volume,2021,Number of cases,687
Provincial,New Brunswick,n/a,Hip Replacement,Volume,2021,Number of cases,572
Provincial,British Columbia,n/a,Hip Replacement,% meeting benchmark,2008,Proportion,78
Provincial,British Columbia,n/a,Hip Replacement,50th percentile,2008,Days,71
Provincial,British Columbia,n/a,Hip Replacement,90th percentile,2008,Days,279
Provincial,British Columbia,n/a,Hip Replacement,Volume,2008,Number of cases,2192
Provincial,British Columbia,n/a,Knee Replacement,% meeting benchmark,2008,Proportion,71
Provincial,British Columbia,n/a,Knee Replacement,50th percentile,2008,Days,102
Provincial,British Columbia,n/a,Knee Replacement,90th percentile,2008,Days,332
Provincial,British Columbia,n/a,Knee Replacement,Volume,2008,Number of cases,3130
Provincial,British Columbia,n/a,Radiation Therapy,% meeting benchmark,2008,Proportion,95
Provincial,British Columbia,n/a,Radiation Therapy,50th percentile,2008,Days,7
Provincial,British Columbia,n/a,Cataract Surgery,% meeting benchmark,2008,Proportion,78
Provincial,British Columbia,n/a,Cataract Surgery,50th percentile,2008,Days,55
Provincial,British Columbia,n/a,Cataract Surgery,90th percentile,2008,Days,171
Provincial,British Columbia,n/a,Cataract Surgery,Volume,2008,Number of cases,22035
Provincial,British Columbia,n/a,CABG,% meeting benchmark,2008,Proportion,91
Provincial,British Columbia,n/a,CABG,50th percentile,2008,Days,43
